,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,AvgWorkHours,AbsentDays,OvertimeDays
3530,35,No,Travel_Frequently,Research & Development,3,3,Medical,Female,2,Laboratory Technician,Married,22580,1.0,11,1,2.0,2,2,2,2,4.0,4.0,4.0,3,3,7.963982638888888,21,0
3531,43,Yes,Travel_Rarely,Sales,5,3,Marketing,Female,3,Research Scientist,Single,45220,8.0,15,1,7.0,3,4,1,3,1.0,3.0,2.0,3,3,7.493321360153257,29,0
3532,32,No,Non-Travel,Research & Development,11,2,Other,Female,2,Research Scientist,Divorced,44870,1.0,11,0,1.0,5,1,0,0,3.0,1.0,3.0,2,3,6.594707175925925,21,0
3533,56,No,Travel_Rarely,Research & Development,3,2,Other,Male,2,Healthcare Representative,Divorced,44490,,15,0,28.0,3,5,4,2,4.0,1.0,3.0,1,3,6.287570323488045,24,0
3534,29,No,Travel_Rarely,Research & Development,26,1,Life Sciences,Male,1,Laboratory Technician,Married,22180,1.0,24,1,10.0,1,10,0,8,,4.0,3.0,3,4,7.507206521739132,31,0
3535,19,No,Travel_Rarely,Research & Development,23,4,Life Sciences,Male,2,Laboratory Technician,Single,191970,1.0,12,0,1.0,2,1,0,0,3.0,1.0,3.0,3,3,7.311391283524904,29,0
3536,45,No,Travel_Rarely,Research & Development,22,3,Life Sciences,Female,2,Sales Representative,Married,132120,4.0,13,0,7.0,4,3,0,2,1.0,3.0,2.0,3,3,8.789366760828624,25,51
3537,37,No,Travel_Rarely,Research & Development,14,4,Life Sciences,Male,3,Research Scientist,Married,65770,1.0,13,0,14.0,1,14,3,11,4.0,4.0,2.0,1,3,6.832842066957787,32,0
3538,20,No,Travel_Rarely,Research & Development,6,3,Medical,Male,5,Research Director,Single,83920,1.0,17,0,2.0,5,2,1,2,1.0,3.0,2.0,3,3,6.6843594348659,29,0
3539,44,Yes,Travel_Rarely,Human Resources,6,2,Human Resources,Male,3,Sales Executive,Single,45580,1.0,13,1,6.0,2,6,0,2,3.0,3.0,3.0,1,3,10.408523391812865,14,247
3540,53,No,Travel_Rarely,Research & Development,6,4,Life Sciences,Male,1,Research Director,Divorced,40310,3.0,12,1,26.0,3,7,4,7,4.0,3.0,3.0,2,3,6.025689257722452,20,0
3541,29,No,Travel_Rarely,Research & Development,23,3,Medical,Male,1,Sales Executive,Married,79690,0.0,14,0,6.0,3,5,1,3,2.0,4.0,2.0,3,3,8.911738128169663,20,94
3542,22,Yes,Travel_Frequently,Research & Development,22,4,Medical,Male,1,Sales Representative,Married,26540,0.0,24,0,1.0,5,0,0,0,3.0,4.0,3.0,2,4,9.87940476190476,16,245
3543,46,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,2,Research Scientist,Married,165550,8.0,14,2,28.0,4,26,15,9,3.0,1.0,3.0,3,3,5.988304597701149,29,0
3544,44,No,Non-Travel,Research & Development,20,3,Life Sciences,Male,1,Sales Representative,Single,45560,2.0,13,0,6.0,4,0,0,0,4.0,3.0,3.0,3,3,6.1978668091168085,27,0
3545,33,No,Travel_Rarely,Research & Development,28,4,Life Sciences,Female,1,Manager,Married,60910,1.0,15,0,5.0,6,5,1,4,2.0,3.0,3.0,1,3,7.7994613821138215,15,0
3546,41,Yes,Non-Travel,Research & Development,12,3,Life Sciences,Male,2,Sales Representative,Divorced,195660,6.0,16,0,5.0,2,1,0,0,1.0,1.0,1.0,4,3,7.183438069216758,17,0
3547,30,No,Travel_Rarely,Sales,20,3,Marketing,Male,3,Sales Executive,Divorced,48100,8.0,18,0,8.0,3,4,0,3,3.0,1.0,3.0,2,3,7.510671010516689,18,0
3548,40,No,Travel_Frequently,Sales,9,3,Medical,Male,1,Manufacturing Director,Married,45230,5.0,16,1,5.0,5,0,0,0,2.0,2.0,3.0,4,3,6.809596926713948,26,0
3549,50,No,Travel_Frequently,Research & Development,25,4,Life Sciences,Female,2,Healthcare Representative,Married,32020,2.0,24,1,32.0,2,2,2,2,4.0,1.0,3.0,3,4,7.172575973409307,27,0
3550,28,No,Travel_Rarely,Research & Development,6,3,Technical Degree,Male,2,Research Scientist,Married,23510,1.0,16,0,6.0,4,6,3,3,4.0,1.0,3.0,3,3,7.15125413711584,26,0
3551,46,No,Travel_Rarely,Research & Development,8,4,Other,Male,3,Manager,Married,17020,5.0,21,0,25.0,2,4,0,3,4.0,2.0,3.0,3,4,7.307771990740741,21,0
3552,35,No,Travel_Rarely,Sales,4,4,Marketing,Male,1,Laboratory Technician,Married,180410,3.0,20,1,15.0,3,7,1,7,3.0,1.0,3.0,2,4,8.48795238095238,16,19
3553,24,Yes,Travel_Rarely,Human Resources,28,4,Human Resources,Male,3,Manufacturing Director,Married,28860,1.0,19,1,1.0,5,1,0,0,4.0,2.0,1.0,3,3,6.598539312617702,25,0
3554,33,No,Travel_Frequently,Research & Development,9,2,Medical,Female,1,Sales Executive,Married,20970,1.0,14,2,10.0,5,10,0,1,2.0,3.0,2.0,2,3,6.0181877141458635,34,0
3555,36,No,Travel_Rarely,Research & Development,9,2,Medical,Male,2,Sales Executive,Divorced,119350,1.0,11,3,7.0,6,7,1,7,3.0,3.0,3.0,4,3,6.6119981325863675,23,0
3556,30,No,Travel_Rarely,Sales,29,3,Marketing,Male,1,Sales Executive,Divorced,25460,1.0,14,1,10.0,2,10,8,9,3.0,3.0,2.0,3,3,6.015647754137115,26,0
3557,44,No,Travel_Rarely,Research & Development,3,4,Medical,Male,2,Research Scientist,Single,25640,1.0,12,3,20.0,3,20,13,17,4.0,4.0,3.0,1,3,7.606717687074829,16,0
3558,20,No,Travel_Rarely,Research & Development,18,4,Medical,Male,1,Human Resources,Single,84120,1.0,13,0,2.0,2,2,2,2,3.0,4.0,3.0,2,3,6.301012857836002,32,0
3559,46,No,Travel_Rarely,Sales,9,1,Medical,Female,1,Sales Executive,Divorced,141180,2.0,22,0,12.0,3,6,1,4,4.0,4.0,2.0,3,4,6.224990623534928,24,0
3560,42,No,Non-Travel,Research & Development,5,4,Medical,Male,5,Sales Executive,Married,170460,7.0,11,0,10.0,3,4,0,3,4.0,1.0,4.0,2,3,7.486526639344262,17,0
3561,60,No,Travel_Rarely,Sales,2,2,Life Sciences,Male,2,Sales Executive,Divorced,25640,0.0,14,1,12.0,3,11,1,9,2.0,4.0,3.0,3,3,8.602125850340135,16,21
3562,32,No,Travel_Frequently,Sales,10,3,Life Sciences,Female,1,Sales Executive,Married,102660,1.0,11,0,2.0,3,2,2,2,3.0,2.0,3.0,3,3,7.289922267946959,18,0
3563,32,No,Travel_Frequently,Research & Development,9,3,Life Sciences,Female,2,Research Scientist,Single,50700,4.0,12,1,10.0,6,8,0,7,4.0,3.0,3.0,3,3,8.40896686159844,33,8
3564,36,No,Travel_Rarely,Sales,3,2,Marketing,Male,4,Healthcare Representative,Divorced,178610,2.0,18,0,17.0,2,7,7,7,3.0,1.0,3.0,2,3,7.989745467224547,22,0
3565,33,No,Travel_Rarely,Sales,26,2,Marketing,Male,1,Research Scientist,Married,42300,0.0,12,0,15.0,0,14,4,10,1.0,4.0,3.0,3,3,6.125854044834307,33,0
3566,40,No,Travel_Rarely,Research & Development,1,3,Medical,Female,2,Research Scientist,Divorced,37800,7.0,12,0,7.0,2,5,1,3,2.0,2.0,4.0,1,3,7.32233574879227,31,0
3567,25,No,Travel_Rarely,Research & Development,6,2,Medical,Female,1,Laboratory Technician,Single,27680,0.0,22,1,5.0,0,4,1,1,3.0,4.0,3.0,3,4,8.015267489711935,18,0
3568,30,No,Travel_Rarely,Sales,9,3,Marketing,Female,1,Research Scientist,Married,90710,0.0,19,1,12.0,2,11,5,7,4.0,2.0,3.0,2,3,9.18669976359338,26,166
3569,42,No,Travel_Frequently,Human Resources,8,2,Medical,Male,1,Sales Executive,Married,106480,3.0,13,1,20.0,1,1,0,0,1.0,1.0,3.0,3,3,9.4596490004649,22,221
3570,35,No,Non-Travel,Research & Development,1,1,Life Sciences,Male,2,Sales Executive,Married,136100,4.0,22,2,16.0,4,13,4,12,3.0,4.0,2.0,2,4,9.811535269709543,20,240
3571,27,No,Travel_Rarely,Research & Development,7,3,Life Sciences,Male,3,Manufacturing Director,Married,34080,1.0,24,0,9.0,2,9,6,8,1.0,1.0,2.0,3,4,9.161649011299437,25,166
3572,54,No,Travel_Frequently,Research & Development,9,2,Medical,Male,2,Sales Representative,Divorced,29830,7.0,14,1,33.0,2,5,1,4,4.0,3.0,1.0,2,3,6.28115243342516,19,0
3573,44,No,Travel_Rarely,Human Resources,4,4,Life Sciences,Male,5,Laboratory Technician,Married,76320,1.0,21,0,10.0,3,10,7,7,1.0,4.0,3.0,3,4,6.012280521262003,18,0
3574,19,Yes,Non-Travel,Sales,2,2,Other,Male,3,Healthcare Representative,Single,98240,1.0,18,0,1.0,2,1,0,0,1.0,2.0,4.0,3,3,8.410409663865547,23,2
3575,29,No,Travel_Rarely,Research & Development,19,4,Life Sciences,Male,1,Manufacturing Director,Divorced,99500,1.0,20,0,3.0,3,3,1,2,1.0,4.0,3.0,3,4,7.381258381226054,29,0
3576,54,No,Travel_Rarely,Research & Development,9,4,Life Sciences,Male,2,Sales Executive,Married,20930,3.0,19,0,36.0,2,10,0,9,4.0,4.0,3.0,3,3,7.696354595336077,18,0
3577,31,No,Travel_Rarely,Research & Development,21,3,Life Sciences,Male,2,Laboratory Technician,Married,99800,1.0,12,0,6.0,1,6,0,1,3.0,1.0,2.0,3,3,8.616800281293951,24,24
3578,31,No,Travel_Rarely,Sales,24,1,Marketing,Female,1,Sales Executive,Single,38940,1.0,12,0,10.0,3,10,1,8,3.0,1.0,3.0,4,3,7.306390117994101,35,0
3579,59,No,Travel_Rarely,Research & Development,3,4,Technical Degree,Male,1,Research Scientist,Single,40510,5.0,16,3,13.0,3,6,0,5,3.0,4.0,3.0,3,3,7.375862445414847,32,0
3580,43,No,Travel_Rarely,Research & Development,11,2,Life Sciences,Male,3,Laboratory Technician,Married,168350,3.0,17,1,25.0,3,8,0,7,3.0,4.0,3.0,3,3,6.567780182780182,30,0
3581,49,No,Travel_Rarely,Sales,14,4,Life Sciences,Male,2,Research Scientist,Married,62300,2.0,14,0,23.0,2,1,0,0,1.0,3.0,4.0,2,3,6.6836437198067635,31,0
3582,36,No,Travel_Frequently,Sales,5,2,Marketing,Female,1,Laboratory Technician,Married,47170,1.0,19,1,12.0,3,11,0,7,3.0,2.0,2.0,3,3,6.057707423580787,32,0
3583,48,No,Travel_Rarely,Research & Development,1,4,Life Sciences,Female,2,Laboratory Technician,Single,132370,5.0,13,1,7.0,2,1,0,0,4.0,2.0,2.0,4,3,6.084178691678691,30,0
3584,27,No,Travel_Rarely,Research & Development,6,4,Life Sciences,Male,2,Laboratory Technician,Divorced,37550,1.0,19,0,5.0,2,5,0,3,1.0,3.0,3.0,3,3,7.987510460251046,22,0
3585,29,No,Travel_Rarely,Sales,17,4,Medical,Male,1,Laboratory Technician,Divorced,65820,1.0,19,1,6.0,3,6,1,0,3.0,4.0,3.0,3,3,8.767204415954415,27,47
3586,48,No,Travel_Rarely,Sales,1,1,Marketing,Male,2,Manufacturing Director,Single,74060,6.0,14,2,25.0,2,1,0,0,4.0,4.0,4.0,3,3,6.171156835848193,18,0
3587,29,No,Travel_Rarely,Research & Development,3,3,Technical Degree,Female,2,Healthcare Representative,Divorced,48050,3.0,16,1,9.0,2,7,1,7,4.0,4.0,2.0,3,3,6.871036727103672,22,0
3588,34,No,Travel_Rarely,Sales,9,4,Medical,Female,2,Laboratory Technician,Married,27410,0.0,15,1,2.0,3,1,0,0,3.0,3.0,2.0,3,3,6.001669010782935,24,0
3589,44,No,Travel_Rarely,Research & Development,4,3,Life Sciences,Female,1,Laboratory Technician,Married,42620,7.0,18,0,26.0,2,22,3,10,2.0,2.0,3.0,3,3,7.018062865497076,33,0
3590,33,No,Travel_Rarely,Research & Development,8,2,Life Sciences,Female,2,Research Scientist,Divorced,161840,0.0,13,1,10.0,2,9,0,8,4.0,3.0,3.0,4,3,10.974695821854914,19,242
3591,19,No,Travel_Rarely,Sales,2,4,Marketing,Male,3,Laboratory Technician,Single,115570,1.0,22,0,1.0,0,1,0,1,2.0,4.0,3.0,3,4,10.772186192468618,22,239
3592,23,No,Travel_Rarely,Sales,2,3,Medical,Male,3,Laboratory Technician,Married,18780,1.0,13,1,1.0,2,1,0,1,4.0,3.0,3.0,3,3,7.4808517750115255,20,0
3593,25,Yes,Travel_Frequently,Research & Development,1,1,Life Sciences,Male,1,Manufacturing Director,Single,109320,1.0,11,1,1.0,3,1,1,0,3.0,4.0,3.0,3,3,9.21699886621315,16,187
3594,26,No,Travel_Rarely,Human Resources,9,3,Life Sciences,Male,2,Research Scientist,Single,68110,1.0,11,1,8.0,4,8,2,2,3.0,4.0,2.0,3,3,8.701572504708098,25,35
3595,45,Yes,Travel_Rarely,Human Resources,12,3,Human Resources,Male,2,Laboratory Technician,Single,43060,2.0,11,2,26.0,3,24,1,11,1.0,2.0,3.0,3,3,9.921010536398468,29,232
3596,55,No,Non-Travel,Research & Development,27,3,Life Sciences,Female,2,Manager,Divorced,48590,1.0,24,1,34.0,3,33,15,0,4.0,2.0,3.0,4,4,9.585816854990584,25,234
3597,21,Yes,Travel_Frequently,Research & Development,20,2,Medical,Female,4,Research Scientist,Single,53370,1.0,14,1,2.0,2,2,2,2,1.0,3.0,1.0,3,3,7.574681712962964,21,0
3598,46,No,Travel_Rarely,Research & Development,1,4,Life Sciences,Male,1,Manufacturing Director,Married,23400,2.0,13,1,26.0,2,11,0,8,4.0,2.0,3.0,1,3,6.890804473304473,30,0
3599,34,No,Travel_Rarely,Sales,13,4,Medical,Male,3,Sales Representative,Single,74910,0.0,14,1,4.0,3,3,0,2,3.0,1.0,3.0,2,3,8.903581267217632,19,83
3600,51,No,Travel_Frequently,Research & Development,14,3,Life Sciences,Male,2,Research Director,Divorced,105270,4.0,14,0,31.0,3,29,11,10,4.0,2.0,2.0,3,3,11.016749058380414,25,236
3601,59,No,Travel_Rarely,Research & Development,4,2,Life Sciences,Male,2,Research Scientist,Single,165950,6.0,21,1,25.0,2,9,5,4,4.0,4.0,2.0,3,4,6.6114888423988845,22,0
3602,34,No,Travel_Frequently,Sales,14,4,Medical,Female,3,Research Scientist,Divorced,88340,4.0,13,1,15.0,1,11,5,10,3.0,2.0,4.0,3,3,6.784612048757618,24,0
3603,28,No,Travel_Frequently,Research & Development,2,3,Other,Female,1,Manager,Single,55770,0.0,19,0,5.0,3,4,0,2,4.0,3.0,2.0,3,3,10.41130662851693,28,233
3604,44,No,Travel_Rarely,Research & Development,3,4,Life Sciences,Male,2,Research Scientist,Divorced,47070,1.0,17,0,26.0,4,25,14,13,3.0,1.0,2.0,1,3,7.800247973295183,28,0
3605,34,No,Travel_Frequently,Sales,1,3,Life Sciences,Male,2,Sales Executive,Married,24000,4.0,18,1,14.0,3,10,1,8,3.0,2.0,4.0,3,3,7.502873015873015,16,0
3606,35,No,Travel_Rarely,Research & Development,9,3,Life Sciences,Male,4,Healthcare Representative,Married,98240,0.0,19,0,4.0,2,3,2,2,3.0,3.0,3.0,3,3,10.486299475441106,28,233
3607,42,No,Travel_Rarely,Research & Development,23,4,Life Sciences,Female,1,Manager,Married,64470,6.0,13,0,18.0,3,1,0,0,2.0,2.0,3.0,3,3,9.393627946127946,30,216
3608,43,No,Travel_Rarely,Research & Development,7,2,Medical,Female,1,Laboratory Technician,Single,195020,3.0,18,2,23.0,3,21,15,17,4.0,4.0,4.0,4,3,6.400272967772969,30,0
3609,36,No,Travel_Rarely,Research & Development,2,4,Medical,Male,1,Healthcare Representative,Single,27250,9.0,21,1,18.0,4,16,5,12,3.0,2.0,3.0,2,4,10.606711583924351,26,235
3610,44,Yes,Travel_Rarely,Research & Development,21,4,Life Sciences,Female,2,Laboratory Technician,Married,62720,1.0,19,1,10.0,3,10,0,5,1.0,4.0,3.0,3,3,6.000892687559354,27,0
3611,28,No,Travel_Frequently,Research & Development,2,3,Life Sciences,Female,2,Sales Representative,Married,21270,1.0,14,0,2.0,3,2,2,2,4.0,4.0,3.0,3,3,9.693598218471637,24,235
3612,51,No,Travel_Frequently,Sales,21,4,Medical,Male,2,Research Scientist,Single,182000,0.0,17,0,8.0,3,7,7,7,2.0,3.0,2.0,3,3,6.988612329434698,33,0
3613,30,No,Non-Travel,Research & Development,2,4,Other,Male,1,Research Scientist,Single,20960,7.0,11,3,10.0,2,8,1,7,3.0,3.0,3.0,3,3,9.523287037037038,27,226
3614,29,Yes,Travel_Rarely,Research & Development,29,4,Technical Degree,Female,1,Sales Representative,Divorced,28860,3.0,13,0,10.0,4,7,7,7,2.0,3.0,3.0,3,3,8.415431074227754,20,8
3615,28,No,Travel_Rarely,Sales,1,4,Life Sciences,Female,2,Sales Representative,Single,20330,2.0,15,1,5.0,5,3,1,2,4.0,1.0,2.0,3,3,6.853197374589779,24,0
3616,25,No,Travel_Rarely,Research & Development,18,2,Life Sciences,Male,1,Research Scientist,Single,36220,1.0,25,0,2.0,0,2,2,1,4.0,2.0,2.0,3,4,8.023296999531176,24,0
3617,32,No,Travel_Rarely,Research & Development,10,4,Other,Female,1,Sales Executive,Married,42330,1.0,11,0,10.0,5,10,0,8,3.0,4.0,4.0,3,3,6.810012236906511,34,0
3618,45,No,Travel_Frequently,Research & Development,19,3,Medical,Male,3,Laboratory Technician,Single,36810,3.0,17,1,22.0,2,0,0,0,2.0,2.0,3.0,3,3,6.005568502824859,25,0
3619,39,No,Travel_Rarely,Sales,29,1,Marketing,Female,1,Laboratory Technician,Divorced,54600,6.0,13,2,21.0,3,19,15,2,3.0,2.0,3.0,3,3,8.409169082125604,31,3
3620,58,No,Travel_Rarely,Research & Development,27,3,Other,Male,2,Laboratory Technician,Divorced,21870,1.0,18,1,2.0,1,2,2,2,1.0,3.0,3.0,1,3,5.996511257953988,34,0
3621,32,Yes,Travel_Rarely,Research & Development,5,3,Technical Degree,Female,1,Sales Executive,Married,96020,1.0,13,1,10.0,3,10,1,1,4.0,3.0,3.0,3,3,6.469036643026004,26,0
3622,39,Yes,Travel_Rarely,Research & Development,18,2,Life Sciences,Male,2,Laboratory Technician,Single,28360,0.0,20,0,6.0,3,5,0,3,3.0,1.0,3.0,2,4,7.708774104683196,19,0
3623,30,No,Travel_Rarely,Sales,9,1,Marketing,Male,4,Research Director,Married,40890,0.0,18,0,10.0,2,9,6,7,1.0,4.0,3.0,4,3,6.203796695402298,29,0
3624,36,No,Travel_Rarely,Sales,1,3,Marketing,Male,2,Sales Executive,Married,166270,3.0,12,0,10.0,5,7,1,7,4.0,3.0,3.0,2,3,6.693960113960115,27,0
3625,46,No,Travel_Rarely,Sales,4,3,Medical,Male,1,Research Scientist,Single,26190,6.0,12,1,10.0,3,7,5,7,4.0,1.0,4.0,2,3,7.701045751633986,23,0
3626,28,No,Non-Travel,Research & Development,1,3,Medical,Male,5,Sales Executive,Married,56790,0.0,13,0,10.0,2,9,7,5,3.0,4.0,3.0,2,3,8.003764650726676,24,0
3627,50,No,Travel_Rarely,Research & Development,20,2,Medical,Female,5,Laboratory Technician,Married,154020,4.0,21,0,25.0,3,3,1,2,4.0,1.0,3.0,2,4,10.389254385964913,14,247
3628,40,Yes,Travel_Rarely,Sales,8,1,Other,Male,1,Laboratory Technician,Single,59850,2.0,13,3,9.0,1,5,1,0,4.0,2.0,3.0,2,3,9.79205054840248,28,233
3629,52,Yes,Travel_Rarely,Research & Development,3,2,Technical Degree,Male,3,Laboratory Technician,Single,25790,9.0,19,1,10.0,1,8,7,7,2.0,2.0,2.0,3,3,10.045850023843588,28,233
3630,30,No,Travel_Rarely,Research & Development,6,4,Medical,Female,1,Sales Executive,Married,30410,1.0,11,1,9.0,2,9,0,8,2.0,1.0,3.0,2,3,10.366412529550828,26,235
3631,39,No,Travel_Rarely,Research & Development,26,1,Medical,Male,2,Healthcare Representative,Single,34470,0.0,14,0,9.0,5,8,1,7,1.0,3.0,3.0,3,3,5.983080137659782,35,0
3632,31,No,Non-Travel,Research & Development,1,2,Medical,Male,1,Sales Executive,Divorced,195130,1.0,12,1,10.0,1,10,9,6,4.0,3.0,2.0,2,3,10.114511784511784,30,231
3633,41,No,Non-Travel,Sales,6,3,Life Sciences,Female,1,Research Director,Single,27730,1.0,11,0,19.0,3,19,11,9,3.0,2.0,3.0,3,3,7.79622335600907,16,0
3634,31,Yes,Travel_Frequently,Research & Development,3,1,Life Sciences,Male,1,Sales Executive,Single,71040,1.0,14,1,3.0,3,3,2,2,4.0,2.0,4.0,3,3,9.076394927536231,31,139
3635,44,Yes,Travel_Rarely,Sales,5,3,Life Sciences,Male,1,Laboratory Technician,Married,63220,4.0,11,1,10.0,2,3,1,2,1.0,1.0,4.0,3,3,6.025931513409962,29,0
3636,42,No,Non-Travel,Research & Development,4,3,Life Sciences,Male,2,Laboratory Technician,Married,20830,0.0,12,2,21.0,3,20,2,10,3.0,3.0,2.0,2,3,9.696563829787234,26,233
3637,55,No,Travel_Rarely,Sales,11,3,Technical Degree,Male,2,Manufacturing Director,Married,83810,4.0,15,1,23.0,3,19,9,11,4.0,3.0,3.0,3,3,6.592413632119515,23,0
3638,56,No,Travel_Rarely,Sales,3,2,Medical,Female,3,Manufacturing Director,Single,26910,6.0,16,1,36.0,6,7,7,7,4.0,2.0,3.0,3,3,7.954343765162543,32,0
3639,40,No,Non-Travel,Research & Development,1,1,Life Sciences,Male,1,Laboratory Technician,Divorced,42860,9.0,15,0,6.0,6,4,0,0,3.0,3.0,3.0,3,3,7.242989028944912,23,0
3640,34,No,Travel_Rarely,Research & Development,3,2,Technical Degree,Male,2,Research Director,Divorced,26590,0.0,24,3,10.0,2,9,1,6,4.0,4.0,2.0,3,4,7.40742337164751,29,0
3641,40,No,Travel_Rarely,Sales,4,3,Medical,Male,2,Sales Executive,Single,94340,1.0,13,1,9.0,3,9,8,8,3.0,4.0,3.0,2,3,6.011237373737374,30,0
3642,41,No,Travel_Frequently,Sales,1,4,Other,Female,2,Healthcare Representative,Divorced,55610,0.0,11,0,10.0,2,9,1,7,3.0,1.0,3.0,2,3,7.692890733056708,20,0
3643,35,No,Travel_Frequently,Sales,1,2,Technical Degree,Male,2,Manager,Single,66460,1.0,13,1,9.0,2,9,1,1,3.0,3.0,3.0,2,3,9.53671522131888,15,235
3644,51,No,Travel_Rarely,Sales,18,2,Life Sciences,Male,4,Manufacturing Director,Divorced,77250,1.0,13,1,33.0,2,33,0,10,3.0,2.0,3.0,3,3,9.52057475158085,15,240
3645,38,No,Travel_Rarely,Sales,2,4,Life Sciences,Female,1,Research Scientist,Divorced,107250,3.0,18,0,11.0,5,7,1,7,2.0,1.0,3.0,2,3,6.602037795992715,17,0
3646,34,No,Travel_Rarely,Sales,4,3,Life Sciences,Male,2,Research Scientist,Single,88470,1.0,16,0,10.0,3,10,9,6,3.0,1.0,4.0,4,3,7.220665204678363,33,0
3647,25,No,Travel_Rarely,Research & Development,6,2,Medical,Female,4,Research Scientist,Married,20450,3.0,19,0,7.0,3,3,1,2,4.0,4.0,2.0,3,3,6.359668495656151,18,0
3648,58,Yes,Travel_Rarely,Sales,1,4,Technical Degree,Male,2,Sales Executive,Married,10090,7.0,13,2,31.0,3,10,5,9,3.0,1.0,2.0,4,3,8.51428014184397,26,9
3649,40,No,Travel_Rarely,Research & Development,14,4,Medical,Female,1,Research Scientist,Married,33480,3.0,22,0,7.0,2,4,0,3,2.0,2.0,3.0,1,4,6.070584370677731,20,0
3650,36,No,Travel_Frequently,Sales,16,2,Life Sciences,Male,1,Research Scientist,Married,12810,2.0,11,0,17.0,2,15,6,13,1.0,1.0,2.0,3,3,6.125462555066079,34,0
3651,48,No,Travel_Rarely,Research & Development,2,1,Life Sciences,Male,2,Research Scientist,Single,28190,1.0,20,0,11.0,2,10,0,8,4.0,4.0,3.0,2,4,7.6162530062530065,30,0
3652,27,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Female,2,Laboratory Technician,Married,48510,8.0,18,0,5.0,2,1,0,0,3.0,4.0,3.0,3,3,7.0897234093067425,27,0
3653,51,No,Travel_Rarely,Research & Development,4,1,Medical,Female,3,Manufacturing Director,Single,40280,3.0,14,0,29.0,3,5,0,3,4.0,2.0,2.0,3,3,7.492518596001859,22,0
3654,18,No,Non-Travel,Research & Development,1,4,Medical,Male,2,Sales Executive,Single,27200,1.0,22,1,0.0,2,0,0,0,4.0,4.0,,3,4,7.886312299954275,18,0
3655,35,No,Travel_Rarely,Research & Development,1,4,Other,Female,2,Research Director,Married,81200,0.0,13,0,10.0,2,9,0,0,4.0,4.0,3.0,2,3,7.2445999085505255,18,0
3656,27,No,Travel_Frequently,Research & Development,26,4,Medical,Female,1,Research Director,Single,46470,3.0,17,0,8.0,3,6,0,0,4.0,4.0,3.0,4,3,7.425011622501161,22,0
3657,55,Yes,Travel_Rarely,Research & Development,19,3,Technical Degree,Male,1,Human Resources,Single,46800,6.0,14,3,24.0,0,19,3,8,1.0,3.0,2.0,4,3,8.667409344490935,22,35
3658,56,No,Travel_Rarely,Research & Development,24,4,Life Sciences,Male,2,Laboratory Technician,Married,32210,4.0,15,2,33.0,2,19,15,9,4.0,2.0,3.0,3,3,10.390627394636015,29,232
3659,34,No,Non-Travel,Sales,1,2,Life Sciences,Male,2,Research Scientist,Divorced,86210,1.0,17,1,5.0,1,5,0,0,1.0,3.0,3.0,3,3,6.378502155172414,29,0
3660,40,No,Travel_Rarely,Research & Development,3,3,Life Sciences,Male,2,Sales Executive,Divorced,45770,5.0,11,1,15.0,3,12,11,8,2.0,3.0,3.0,2,3,6.527122079160705,28,0
3661,34,No,Travel_Rarely,Research & Development,5,3,Life Sciences,Male,1,Research Scientist,Married,45530,4.0,18,1,10.0,2,8,7,7,2.0,3.0,3.0,4,3,7.176608309990662,23,0
3662,31,Yes,Travel_Frequently,Research & Development,2,2,Medical,Female,2,Manufacturing Director,Single,53960,7.0,17,1,3.0,2,1,0,0,3.0,4.0,4.0,1,3,7.710824188385917,18,0
3663,35,Yes,Travel_Frequently,Research & Development,1,2,Medical,Male,1,Manufacturing Director,Married,67960,0.0,13,0,5.0,2,4,3,2,4.0,3.0,2.0,3,3,9.076310835629018,19,145
3664,38,No,Travel_Frequently,Research & Development,7,3,Medical,Female,2,Sales Representative,Divorced,76250,1.0,15,0,4.0,2,4,0,3,4.0,3.0,3.0,2,3,6.4456438865643895,22,0
3665,34,No,Travel_Rarely,Research & Development,10,4,Other,Female,2,Laboratory Technician,Single,74120,1.0,24,0,14.0,4,14,4,11,3.0,4.0,4.0,3,4,7.897642390289448,23,0
3666,28,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Female,2,Healthcare Representative,Married,111590,1.0,12,0,5.0,2,5,0,4,3.0,1.0,3.0,3,3,6.683855703048181,35,0
3667,31,Yes,Travel_Rarely,Research & Development,15,2,Life Sciences,Male,2,Sales Executive,Married,49600,1.0,15,0,10.0,3,10,6,7,4.0,3.0,2.0,2,3,10.903695116487453,13,248
3668,39,No,Travel_Rarely,Research & Development,17,4,Technical Degree,Female,2,Healthcare Representative,Married,104750,3.0,11,1,8.0,3,5,1,4,1.0,4.0,4.0,3,3,10.2876275631855,28,233
3669,51,No,Travel_Frequently,Research & Development,20,3,Medical,Male,2,Sales Executive,Married,148140,2.0,11,1,14.0,2,4,3,2,2.0,2.0,3.0,2,3,7.073883994126284,34,0
